name, result, total time, z3 time, generalization time, recursive block time, propagation time, refinement time, minimization time, number of z3 calls, added diagrams per frame, greates number of literas per frame, # refinements, # initial preds, # final preds, max size, # used preds, # failed ref, # frames
sequence_unsafe_5_s_d-src_s-dst_d.in, unsafe,  50.923,  2.790,  1.271,  48.271,  1.356,  1.030,  44.049,  65,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 4; 5: 5},  {0: 37; 1: 28; 2: 20; 3: 13; 4: 7},  0,  5 ,  0,  {'index': 6},  0, 0, 6 

bakery_t.in, safe,  3243.236,  1621.926,  1252.406,  1905.462,  1287.944,  0.120,  339.266,  912,  {0: 1; 1: 1; 2: 1; 3: 4; 4: 29; 5: 10; 6: 15; 7: 7; 8: 8; 9: 11; 10: 24; 11: 14; 12: 16},  {0: 24; 1: 36; 2: 36; 3: 36; 4: 36; 5: 36; 6: 36; 7: 36; 8: 36; 9: 36; 10: 36; 11: 36},  2,  5 ,  14,  {'index': 2},  16, 0, 13 

alternating.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,  12 , 0, 0, 0, 0, 6 

system_4.in, safe,  7.214,  3.449,  1.578,  3.357,  3.636,  0.000,  0.245,  178,  {0: 1; 1: 1; 2: 5; 3: 7; 4: 10; 5: 8},  {0: 9; 1: 9; 2: 9; 3: 9; 4: 9},  0,  9 ,  9,  0,  0, 0, 7 

moesi.in, safe,  3.091,  1.091,  1.048,  2.091,  0.688,  0.020,  0.451,  38,  {0: 1; 1: 1; 2: 1; 3: 3; 4: 3},  {0: 9; 1: 19; 2: 19; 3: 19},  1,  3 ,  8,  {'index': 2},  4, 0, 5 

messenger_unsafe_5_a0_a5-src_a0-dst_a5.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  23 , 0, 0, 0, 0, 6 

sequence_unsafe_4_s_d-src_s-dst_d.in, unsafe,  6.099,  1.086,  0.394,  5.076,  0.603,  0.244,  3.438,  47,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 4},  {0: 24; 1: 17; 2: 11; 3: 6},  0,  4 ,  0,  {'index': 5},  0, 0, 5 

szymanski.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  5 , 0, 0, 0, 0, 10 

xerox.in, safe,  48.703,  14.993,  25.629,  40.147,  7.643,  0.029,  6.021,  81,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 6; 5: 9},  {0: 39; 1: 39; 2: 24; 3: 24; 4: 24},  1,  4 ,  9,  {'index': 2},  8, 0, 6 

szymanski_at.in, safe,  893.631,  409.151,  389.775,  556.381,  324.604,  0.032,  81.433,  517,  {0: 1; 1: 2; 2: 1; 3: 3; 4: 3; 5: 5; 6: 14; 7: 21; 8: 27; 9: 22; 10: 11},  {0: 21; 1: 21; 2: 36; 3: 36; 4: 21; 5: 21; 6: 21; 7: 21; 8: 21; 9: 21},  1,  6 ,  9,  {'index': 2},  10, 0, 11 

futurebus.in, unsafe,  145.309,  43.714,  75.954,  123.302,  20.836,  0.108,  23.181,  64,  {0: 1; 1: 1; 2: 2; 3: 11; 4: 4},  {0: 35; 1: 57; 2: 35},  1,  4 ,  0,  {'index': 2},  0, 0, 4 

sequence_safe_5_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  5 , 0, 0, 0, 0, 6 

ring_unsafe_3_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  3 , 0, 0, 0, 0, 5 

sequence_unsafe_3_s_d-src_s-dst_d.in, unsafe,  1.684,  0.397,  0.187,  1.248,  0.239,  0.072,  0.553,  32,  {0: 1; 1: 1; 2: 3; 3: 3},  {0: 14; 1: 9; 2: 5},  0,  3 ,  0,  {'index': 4},  0, 0, 4 

